Year,Month,Day,Tx10,RHx10,WSx100,WD,GS*100,DiffS*100,DirS,Rain*100,CI
1989,1,2,35.104,806.3064384,0,0,0,0,0,0,0
1989,1,2,24.64,868.9886952,0,0,0,0,0,0,0
1989,1,2,27.664,860.6786663,0,0,0,0,0,0,0
1989,1,2,15.568,925.5403327,0,0,0,0,0,0,0
1989,1,2,17.584,916.6101622,0,0,0,0,0,0,0
1989,1,2,25.648,869.8036027,0,0,0,0,0,0,0
1989,1,2,28.672,861.4871879,0,0,0,0,0,0,0
1989,1,2,21.616,898.6458844,0,0,0,0,0,0,0
1989,1,3,24.64,890.4451967,0,0,0,0,0,0,0
1989,1,3,25.312,882.4279763,0,0,0,0,0,0,0
1989,1,3,17.28,927.6651201,0,0,0,0,0,0,0
1989,1,3,17.28,938.0883196,0,0,0,0,0,0,0
1989,1,3,15.272,946.6621299,0,0,0,0,0,0,0
1989,1,3,10.252,973.119267,0,0,0,0,0,0,0
1989,1,3,18.284,928.5714803,0,0,0,0,0,0,0
1989,1,3,16.276,947.5861467,0,0,0,0,0,0,0
1989,1,3,15.272,946.6621299,0,0,0,0,0,0,0
1989,1,3,16.128,922.9477328,0,0,0,0,0,0,0
1989,1,3,21.896,878.4174569,0,0,0,0,0,0,0
1989,1,3,46.448,732.5204221,0,0,0,0,0,0,0
1989,1,3,47.512,720.3303615,0,0,0,0,0,0,0
1989,1,3,44.584,733.460771,0,0,0,0,0,0,0
1989,1,3,34.764,779.5198663,0,0,0,0,0,0,0
1989,1,3,28.74,795.6368577,0,0,0,0,0,0,0
1989,1,3,15.46,867.5586835,0,0,0,0,0,0,0
1989,1,3,8.244,898.9028537,0,0,0,0,0,0,0
1989,1,3,8.244,888.5706438,0,0,0,0,0,0,0
1989,1,3,1.216,923.6044168,0,0,0,0,0,0,0
1989,1,3,1.216,913.3421469,0,0,0,0,0,0,0
1989,1,3,0.212,912.4580102,0,0,0,0,0,0,0
1989,1,3,0,898.8801825,0,0,0,0,0,0,0
1989,1,3,0,886.6789092,0,0,0,0,0,0,0
1989,1,4,0,878.6806314,0,0,0,0,0,0,0
1989,1,4,0,862.4020795,0,0,0,0,0,0,0
1989,1,4,0,859.3233056,0,0,0,0,0,0,0
1989,1,4,0,843.1190158,0,0,0,0,0,0,0
1989,1,4,0,836.583875,0,0,0,0,0,0,0
1989,1,4,0,827.1199569,0,0,0,0,0,0,0
1989,1,4,0,820.2396834,0,0,0,0,0,0,0
1989,1,4,0,806.6366099,0,0,0,0,0,0,0
1989,1,4,0,795.1704472,0,0,0,0,0,0,0
1989,1,4,0,802.4083859,0,0,0,0,0,0,0
1989,1,4,0,795.7291549,0,0,0,0,0,0,0
1989,1,4,0,789.1010353,0,0,0,0,0,0,0
1989,1,4,0,786.8877191,0,0,0,0,0,0,0
1989,1,4,0,788.7242279,0,0,0,0,0,0,0
1989,1,4,0,773.8289557,0,0,0,0,0,0,0
1989,1,4,0,767.3745232,0,0,0,0,0,0,0
1989,1,4,0,756.0795445,0,0,0,0,0,0,0
1989,1,4,0,765.1342607,0,0,0,0,0,0,0
1989,1,4,0,758.7641849,0,0,0,0,0,0,0
1989,1,4,0,747.7448379,0,0,0,0,0,0,0
1989,1,4,0,745.2620907,0,0,0,0,0,0,0
1989,1,4,0,746.13496,0,0,0,0,0,0,0
1989,1,4,0,729.6751788,0,0,0,0,0,0,0
1989,1,4,0,735.3189133,0,0,0,0,0,0,0
1989,1,5,0,726.7687012,0,0,0,0,0,0,0
1989,1,5,0,717.0353684,0,0,0,0,0,0,0
1989,1,5,0,707.427409,0,0,0,0,0,0,0
1989,1,5,0,705.0451177,0,0,0,0,0,0,0
1989,1,5,0,703.3040092,0,0,0,0,0,0,0
1989,1,5,0,694.5901556,0,0,0,0,0,0,0
1989,1,5,0,691.0316643,0,0,0,0,0,0,0
1989,1,5,0,684.0515567,0,0,0,0,0,0,0
1989,1,5,0,672.480848,0,0,0,0,0,0,0
1989,1,5,0,657.4809808,0,0,0,0,0,0,0
1989,1,5,0,646.1045412,0,0,0,0,0,0,0
1989,1,5,0,629.7975705,0,0,0,0,0,0,0
1989,1,5,0,621.0810337,0,0,0,0,0,0,0
1989,1,5,0,603.5042461,0,0,0,0,0,0,0
1989,1,5,0,599.4154168,0,0,0,0,0,0,0
1989,1,5,0,578.3150029,0,0,0,0,0,0,0
1989,1,5,0,570.3021802,0,0,0,0,0,0,0
1989,1,5,0,553.7874918,0,0,0,0,0,0,0
1989,1,5,0,539.6362961,0,0,0,0,0,0,0
1989,1,5,0,527.7761472,0,0,0,0,0,0,0
1989,1,5,0,516.7871987,0,0,0,0,0,0,0
1989,1,5,0,501.3239258,0,0,0,0,0,0,0
1989,1,5,0,491.633524,0,0,0,0,0,0,0
1989,1,5,0,479.9350696,0,0,0,0,0,0,0
1989,1,6,0,471.5066315,0,0,0,0,0,0,0
1989,1,6,0,459.8463307,0,0,0,0,0,0,0
1989,1,6,0,447.2445757,0,0,0,0,0,0,0
1989,1,6,0,437.3944263,0,0,0,0,0,0,0
1989,1,6,0,424.6807302,0,0,0,0,0,0,0
1989,1,6,0,419.1753596,0,0,0,0,0,0,0
1989,1,6,0,409.3425363,0,0,0,0,0,0,0
1989,1,6,0,400.8762391,0,0,0,0,0,0,0
1989,1,6,0,393.9191022,0,0,0,0,0,0,0
1989,1,6,0,391.5195338,0,0,0,0,0,0,0
1989,1,6,0,385.4872938,0,0,0,0,0,0,0
1989,1,6,0,382.2935683,0,0,0,0,0,0,0
1989,1,6,0,381.1258432,0,0,0,0,0,0,0
1989,1,6,0,378.4117532,0,0,0,0,0,0,0
1989,1,6,0,374.8716515,0,0,0,0,0,0,0
1989,1,6,0,365.612866,0,0,0,0,0,0,0
1989,1,6,0,358.7894139,0,0,0,0,0,0,0
1989,1,6,0,355.5744028,0,0,0,0,0,0,0
1989,1,6,0,349.2236492,0,0,0,0,0,0,0
1989,1,6,0,342.9772453,0,0,0,0,0,0,0
1989,1,6,0,333.7999043,0,0,0,0,0,0,0
1989,1,6,0,307.6041889,0,0,0,0,0,0,0
1989,1,6,0,291.2043702,0,0,0,0,0,0,0
1989,1,6,0,288.5505046,0,0,0,0,0,0,0
1989,1,7,0,288.5505046,0,0,0,0,0,0,0
1989,1,7,0,268.1059493,0,0,0,0,0,0,0
1989,1,7,0,291.2043702,0,0,0,0,0,0,0
1989,1,7,0,296.5794918,0,0,0,0,0,0,0
1989,1,7,0,302.045629,0,0,0,0,0,0,0
1989,1,7,0,304.8132682,0,0,0,0,0,0,0
1989,1,7,0,312.6241485,0,0,0,0,0,0,0
1989,1,7,0,308.1391405,0,0,0,0,0,0,0
1989,1,7,0,317.1472937,0,0,0,0,0,0,0
1989,1,7,0,324.3639141,0,0,0,0,0,0,0
1989,1,7,0,329.4231726,0,0,0,0,0,0,0
1989,1,7,0,335.5881648,0,0,0,0,0,0,0
1989,1,7,0,343.6082026,0,0,0,0,0,0,0
1989,1,7,0,349.9155345,0,0,0,0,0,0,0
1989,1,7,0,357.4458911,0,0,0,0,0,0,0
1989,1,7,0,367.6038215,0,0,0,0,0,0,0
1989,1,7,0,373.9476872,0,0,0,0,0,0,0
1989,1,7,0,376.7232286,0,0,0,0,0,0,0
1989,1,7,0,380.3531025,0,0,0,0,0,0,0
1989,1,7,0,388.2986983,0,0,0,0,0,0,0
1989,1,7,0,393.1524314,0,0,0,0,0,0,0
1989,1,7,0,398.0061645,0,0,0,0,0,0,0
1989,1,7,0,405.0513557,0,0,0,0,0,0,0
1989,1,7,0,411.2864051,0,0,0,0,0,0,0
1989,1,8,0,417.421097,0,0,0,0,0,0,0
1989,1,8,0,423.3937016,0,0,0,0,0,0,0
1989,1,8,0,435.8730935,0,0,0,0,0,0,0
1989,1,8,0,443.5389346,0,0,0,0,0,0,0
1989,1,8,0,449.7849786,0,0,0,0,0,0,0
1989,1,8,0,457.6673069,0,0,0,0,0,0,0
1989,1,8,0,458.1992809,0,0,0,0,0,0,0
1989,1,8,0,470.3095877,0,0,0,0,0,0,0
1989,1,8,0,479.9925454,0,0,0,0,0,0,0
1989,1,8,0,486.2656666,0,0,0,0,0,0,0
1989,1,8,0,499.5858605,0,0,0,0,0,0,0
1989,1,8,0,508.3171712,0,0,0,0,0,0,0
1989,1,8,0,517.0486782,0,0,0,0,0,0,0
1989,1,8,0,521.5011281,0,0,0,0,0,0,0
1989,1,8,0,535.0706945,0,0,0,0,0,0,0
1989,1,8,0,537.4927755,0,0,0,0,0,0,0
1989,1,8,0,541.0574185,0,0,0,0,0,0,0
1989,1,8,0,552.2882299,0,0,0,0,0,0,0
1989,1,8,0,564.7075937,0,0,0,0,0,0,0
1989,1,8,0,575.1040493,0,0,0,0,0,0,0
1989,1,8,0,580.303406,0,0,0,0,0,0,0
1989,1,8,0,587.6490157,0,0,0,0,0,0,0
1989,1,8,0,596.4041969,0,0,0,0,0,0,0
1989,1,8,0,613.1037469,0,0,0,0,0,0,0
1989,1,9,0,623.53636,0,0,0,0,0,0,0
1989,1,9,0,630.7133708,0,0,0,0,0,0,0
1989,1,9,0,639.0682994,0,0,0,0,0,0,0
1989,1,9,0,644.4650992,0,0,0,0,0,0,0
1989,1,9,0,657.4742237,0,0,0,0,0,0,0
1989,1,9,0,663.0693337,0,0,0,0,0,0,0
1989,1,9,0,678.0957874,0,0,0,0,0,0,0
1989,1,9,0,673.1079769,0,0,0,0,0,0,0
1989,1,9,0,687.3594157,0,0,0,0,0,0,0
1989,1,9,0,686.0778844,0,0,0,0,0,0,0
1989,1,9,0,687.4294239,0,0,0,0,0,0,0
1989,1,9,0,694.5901556,0,0,0,0,0,0,0
1989,1,9,0,693.2997567,0,0,0,0,0,0,0
1989,1,9,0,711.4706405,0,0,0,0,0,0,0
1989,1,9,0,711.4706405,0,0,0,0,0,0,0
1989,1,9,0,717.066814,0,0,0,0,0,0,0
1989,1,9,0,723.5599891,0,0,0,0,0,0,0
1989,1,9,0,723.1480221,0,0,0,0,0,0,0
1989,1,9,0,723.5599891,0,0,0,0,0,0,0
1989,1,9,0,729.6751788,0,0,0,0,0,0,0
1989,1,9,0,733.6153367,0,0,0,0,0,0,0
1989,1,9,0,734.2184805,0,0,0,0,0,0,0
1989,1,9,0,746.7289254,0,0,0,0,0,0,0
1989,1,9,0,744.6977058,0,0,0,0,0,0,0
1989,1,10,0,752.2966637,0,0,0,0,0,0,0
1989,1,10,0,759.4349482,0,0,0,0,0,0,0
1989,1,10,0,759.4349482,0,0,0,0,0,0,0
1989,1,10,0,758.6898574,0,0,0,0,0,0,0
1989,1,10,0,753.4878666,0,0,0,0,0,0,0
1989,1,10,0,734.5612737,0,0,0,0,0,0,0
1989,1,10,0,766.3533917,0,0,0,0,0,0,0
1989,1,10,0,778.8667651,0,0,0,0,0,0,0
1989,1,10,0,786.6202351,0,0,0,0,0,0,0
1989,1,10,0,798.7544125,0,0,0,0,0,0,0
1989,1,10,0,797.8688308,0,0,0,0,0,0,0
1989,1,10,0,806.6366099,0,0,0,0,0,0,0
1989,1,10,0,804.5705907,0,0,0,0,0,0,0
1989,1,10,8.6,770.9072718,0,0,0,0,0,0,0
1989,1,10,10.136,765.4078099,0,0,0,0,0,0,0
1989,1,10,7.392,794.9465997,0,0,0,0,0,0,0
1989,1,10,0,843.0222575,0,0,0,0,0,0,0
1989,1,10,0,843.0222575,0,0,0,0,0,0,0
1989,1,10,2,843.0969553,0,0,0,0,0,0,0
1989,1,10,0,850.0457378,0,0,0,0,0,0,0
1989,1,10,0,854.0912598,0,0,0,0,0,0,0
1989,1,10,0,853.5963759,0,0,0,0,0,0,0
1989,1,10,0,859.3233056,0,0,0,0,0,0,0
1989,1,10,0,875.7349531,0,0,0,0,0,0,0
1989,1,11,0,878.9787429,0,0,0,0,0,0,0
1989,1,11,0,891.4718126,0,0,0,0,0,0,0
1989,1,11,0,891.4718126,0,0,0,0,0,0,0
1989,1,11,2,883.2444278,0,0,0,0,0,0,0
1989,1,11,0,906.3828893,0,0,0,0,0,0,0
1989,1,11,0,910.8516346,0,0,0,0,0,0,0
1989,1,11,0,903.3897482,0,0,0,0,0,0,0
1989,1,11,0,922.5402888,0,0,0,0,0,0,0
1989,1,11,0,909.1889765,0,0,0,0,0,0,0
1989,1,11,0,899.815894,0,0,0,0,0,0,0
1989,1,11,2.416,884.1763094,0,0,0,0,0,0,0
1989,1,11,0,890.4428114,0,0,0,0,0,0,0
1989,1,11,29.044,719.8068029,0,0,0,0,0,0,0
1989,1,11,49.288,624.700328,0,0,0,0,0,0,0
1989,1,11,46.816,630.3576952,0,0,0,0,0,0,0
1989,1,11,22.352,735.8080262,0,0,0,0,0,0,0
1989,1,11,0,859.8163897,0,0,0,0,0,0,0
1989,1,11,0,857.7258456,0,0,0,0,0,0,0
1989,1,11,0,852.7121685,0,0,0,0,0,0,0
1989,1,11,0,848.1955514,0,0,0,0,0,0,0
1989,1,11,0,834.204316,0,0,0,0,0,0,0
1989,1,11,0,829.6436553,0,0,0,0,0,0,0
1989,1,11,0,820.4253794,0,0,0,0,0,0,0
1989,1,11,0,817.9931219,0,0,0,0,0,0,0
1989,1,12,0,815.4581508,0,0,0,0,0,0,0
1989,1,12,0,815.4581508,0,0,0,0,0,0,0
1989,1,12,0,802.4083859,0,0,0,0,0,0,0
1989,1,12,0,797.7900368,0,0,0,0,0,0,0
1989,1,12,0,787.3389031,0,0,0,0,0,0,0
1989,1,12,0,784.4649019,0,0,0,0,0,0,0
1989,1,12,0,773.8289557,0,0,0,0,0,0,0
1989,1,12,0,763.0925865,0,0,0,0,0,0,0
1989,1,12,0,770.6681647,0,0,0,0,0,0,0
1989,1,12,0,777.1770135,0,0,0,0,0,0,0
1989,1,12,0,775.4230617,0,0,0,0,0,0,0
1989,1,12,0,780.0501966,0,0,0,0,0,0,0
1989,1,12,9.408,737.1659093,0,0,0,0,0,0,0
1989,1,12,21.2,683.0594649,0,0,0,0,0,0,0
1989,1,12,36.448,622.3650447,0,0,0,0,0,0,0
1989,1,12,21.776,695.8358111,0,0,0,0,0,0,0
1989,1,12,0,813.6146233,0,0,0,0,0,0,0
1989,1,12,0,811.3240347,0,0,0,0,0,0,0
1989,1,12,0,813.6146233,0,0,0,0,0,0,0
1989,1,12,0,822.2534623,0,0,0,0,0,0,0
1989,1,12,0,824.1721844,0,0,0,0,0,0,0
1989,1,12,0,829.1553321,0,0,0,0,0,0,0
1989,1,12,0,831.0948981,0,0,0,0,0,0,0
1989,1,12,0,841.0398261,0,0,0,0,0,0,0
1989,1,13,0,848.0801744,0,0,0,0,0,0,0
1989,1,13,0,848.0801744,0,0,0,0,0,0,0
1989,1,13,0,855.1746282,0,0,0,0,0,0,0
1989,1,13,0,852.9504811,0,0,0,0,0,0,0
1989,1,13,0,855.1746282,0,0,0,0,0,0,0
1989,1,13,0,864.8815218,0,0,0,0,0,0,0
1989,1,13,0,876.7864178,0,0,0,0,0,0,0
1989,1,13,0,869.5273572,0,0,0,0,0,0,0
1989,1,13,0,872.0919906,0,0,0,0,0,0,0
1989,1,13,0,872.0919906,0,0,0,0,0,0,0
1989,1,13,1.976,871.5316361,0,0,0,0,0,0,0
1989,1,13,13.764,798.032558,0,0,0,0,0,0,0
1989,1,13,10.368,813.4337232,0,0,0,0,0,0,0
1989,1,13,16.204,786.5341138,0,0,0,0,0,0,0
1989,1,13,12.252,804.831369,0,0,0,0,0,0,0
1989,1,13,10.368,813.4337232,0,0,0,0,0,0,0
1989,1,13,4.58,855.2434783,0,0,0,0,0,0,0
1989,1,13,0,884.1221454,0,0,0,0,0,0,0
1989,1,13,0,884.1011053,0,0,0,0,0,0,0
1989,1,13,1.216,882.5553211,0,0,0,0,0,0,0
1989,1,13,0,884.1221454,0,0,0,0,0,0,0
1989,1,13,0,884.1011053,0,0,0,0,0,0,0
1989,1,13,0,881.7819016,0,0,0,0,0,0,0
1989,1,13,0,889.1282965,0,0,0,0,0,0,0
1989,1,14,0,875.7349531,0,0,0,0,0,0,0
1989,1,14,0,875.7349531,0,0,0,0,0,0,0
1989,1,14,0,875.7349531,0,0,0,0,0,0,0
1989,1,14,0,868.0111454,0,0,0,0,0,0,0
1989,1,14,0,881.0625628,0,0,0,0,0,0,0
1989,1,14,0,884.953229,0,0,0,0,0,0,0
1989,1,14,0,883.0607497,0,0,0,0,0,0,0
1989,1,14,0,877.606785,0,0,0,0,0,0,0
1989,1,14,0,889.1282965,0,0,0,0,0,0,0
1989,1,14,0,891.4731051,0,0,0,0,0,0,0
1989,1,14,14.34,797.141713,0,0,0,0,0,0,0
1989,1,14,41.836,661.2190093,0,0,0,0,0,0,0
1989,1,14,79.048,513.4162476,0,0,0,0,0,0,0
1989,1,14,86.188,485.1346505,0,0,0,0,0,0,0
1989,1,14,69.436,542.2454531,0,0,0,0,0,0,0
1989,1,14,59.236,592.6299763,0,0,0,0,0,0,0
1989,1,14,24.94,736.2514834,0,0,0,0,0,0,0
1989,1,14,1.336,874.7313656,0,0,0,0,0,0,0
1989,1,14,0,875.5802119,0,0,0,0,0,0,0
1989,1,14,0,866.5977454,0,0,0,0,0,0,0
1989,1,14,0,864.0594203,0,0,0,0,0,0,0
1989,1,14,0,871.1572117,0,0,0,0,0,0,0
1989,1,14,0,855.4795459,0,0,0,0,0,0,0
1989,1,14,0,854.3246968,0,0,0,0,0,0,0
1989,1,15,0,862.5351262,0,0,0,0,0,0,0
1989,1,15,0,848.3812964,0,0,0,0,0,0,0
1989,1,15,0,852.3160062,0,0,0,0,0,0,0
1989,1,15,0,841.9872519,0,0,0,0,0,0,0
1989,1,15,0,829.1349792,0,0,0,0,0,0,0
1989,1,15,0,824.8312334,0,0,0,0,0,0,0
1989,1,15,0,824.5184134,0,0,0,0,0,0,0
1989,1,15,0,831.373802,0,0,0,0,0,0,0
1989,1,15,0,835.1257771,0,0,0,0,0,0,0
1989,1,15,2.556,824.973897,0,0,0,0,0,0,0
1989,1,15,34.088,658.7896705,0,0,0,0,0,0,0
1989,1,15,61.936,543.7170309,0,0,0,0,0,0,0
1989,1,15,94.324,440.6586643,0,0,0,0,0,0,0
1989,1,15,98.288,425.6098481,0,0,0,0,0,0,0
1989,1,15,90.436,449.4421713,0,0,0,0,0,0,0
1989,1,15,58,559.487891,0,0,0,0,0,0,0
1989,1,15,26.652,688.0248116,0,0,0,0,0,0,0
1989,1,15,0.608,837.3123163,0,0,0,0,0,0,0
1989,1,15,3.34,809.6396584,0,0,0,0,0,0,0
1989,1,15,1.3,830.8103244,0,0,0,0,0,0,0
1989,1,15,0,836.1962858,0,0,0,0,0,0,0
1989,1,15,0,820.9902715,0,0,0,0,0,0,0
1989,1,15,0,824.8746552,0,0,0,0,0,0,0
1989,1,15,0,824.6867014,0,0,0,0,0,0,0
1989,1,16,0,821.357246,0,0,0,0,0,0,0
1989,1,16,0,821.357246,0,0,0,0,0,0,0
1989,1,16,0,817.9091742,0,0,0,0,0,0,0
1989,1,16,0,818.0819615,0,0,0,0,0,0,0
1989,1,16,2.464,809.3270196,0,0,0,0,0,0,0
1989,1,16,0,821.4509775,0,0,0,0,0,0,0
1989,1,16,0,816.8325465,0,0,0,0,0,0,0
1989,1,16,0,817.7149869,0,0,0,0,0,0,0
1989,1,16,0,814.6910219,0,0,0,0,0,0,0
1989,1,16,10.976,761.0563903,0,0,0,0,0,0,0
1989,1,16,11.068,754.9954164,0,0,0,0,0,0,0
1989,1,16,20.6,711.118595,0,0,0,0,0,0,0
1989,1,16,20.784,705.6474157,0,0,0,0,0,0,0
1989,1,16,7.044,779.9074273,0,0,0,0,0,0,0
1989,1,16,26.948,688.1204318,0,0,0,0,0,0,0
1989,1,16,16.432,735.5827144,0,0,0,0,0,0,0
1989,1,16,10.952,771.531757,0,0,0,0,0,0,0
1989,1,16,0,831.373802,0,0,0,0,0,0,0
1989,1,16,0,827.5669852,0,0,0,0,0,0,0
1989,1,16,0,837.4189671,0,0,0,0,0,0,0
1989,1,16,0,830.5044666,0,0,0,0,0,0,0
1989,1,16,0,831.7218306,0,0,0,0,0,0,0
1989,1,16,0,834.0532069,0,0,0,0,0,0,0
1989,1,16,0,836.1103912,0,0,0,0,0,0,0
1989,1,17,0,834.0532069,0,0,0,0,0,0,0
1989,1,17,0,827.729825,0,0,0,0,0,0,0
1989,1,17,0,827.729825,0,0,0,0,0,0,0
1989,1,17,0,836.1103912,0,0,0,0,0,0,0
1989,1,17,0,841.0398261,0,0,0,0,0,0,0
1989,1,17,0,836.1103912,0,0,0,0,0,0,0
1989,1,17,0,830.923027,0,0,0,0,0,0,0
1989,1,17,0,838.0709809,0,0,0,0,0,0,0
1989,1,17,0,836.1103912,0,0,0,0,0,0,0
1989,1,17,0,827.729825,0,0,0,0,0,0,0
1989,1,17,0.776,811.3364458,0,0,0,0,0,0,0
1989,1,17,24.016,680.3903262,0,0,0,0,0,0,0
1989,1,17,49.62,562.0248875,0,0,0,0,0,0,0
1989,1,17,51.148,552.7212262,0,0,0,0,0,0,0
1989,1,17,41.436,581.7859721,0,0,0,0,0,0,0
1989,1,17,19.088,680.4460292,0,0,0,0,0,0,0
1989,1,17,0,770.5926428,0,0,0,0,0,0,0
1989,1,17,0,754.6137733,0,0,0,0,0,0,0
1989,1,17,0,744.1056547,0,0,0,0,0,0,0
1989,1,17,0,729.2765623,0,0,0,0,0,0,0
1989,1,17,0,723.5599891,0,0,0,0,0,0,0
1989,1,17,0,711.0326271,0,0,0,0,0,0,0
1989,1,17,0,709.4302261,0,0,0,0,0,0,0
1989,1,17,0,696.8807933,0,0,0,0,0,0,0
1989,1,18,0,685.889996,0,0,0,0,0,0,0
1989,1,18,0,687.4884867,0,0,0,0,0,0,0
1989,1,18,0,673.7881314,0,0,0,0,0,0,0
1989,1,18,0,668.1258927,0,0,0,0,0,0,0
1989,1,18,0,663.0693337,0,0,0,0,0,0,0
1989,1,18,0,648.2316028,0,0,0,0,0,0,0
1989,1,18,0,642.7466506,0,0,0,0,0,0,0
1989,1,18,0,630.1436522,0,0,0,0,0,0,0
1989,1,18,0,633.5864394,0,0,0,0,0,0,0
1989,1,18,0,644.5143128,0,0,0,0,0,0,0
1989,1,18,0,652.9982633,0,0,0,0,0,0,0
1989,1,18,22.888,563.351878,0,0,0,0,0,0,0
1989,1,18,36.312,518.1557632,0,0,0,0,0,0,0
1989,1,18,51.164,478.0660181,0,0,0,0,0,0,0
1989,1,18,49.26,486.6795441,0,0,0,0,0,0,0
1989,1,18,42.772,512.5111784,0,0,0,0,0,0,0
1989,1,18,8.224,657.8724941,0,0,0,0,0,0,0
1989,1,18,0,697.6735924,0,0,0,0,0,0,0
1989,1,18,0,703.4861386,0,0,0,0,0,0,0
1989,1,18,0,708.8538323,0,0,0,0,0,0,0
1989,1,18,0,711.1248043,0,0,0,0,0,0,0
1989,1,18,0,723.0382734,0,0,0,0,0,0,0
1989,1,18,0,733.2219066,0,0,0,0,0,0,0
1989,1,18,0,724.3018241,0,0,0,0,0,0,0
1989,1,19,0,733.832102,0,0,0,0,0,0,0
1989,1,19,0,734.3347246,0,0,0,0,0,0,0
1989,1,19,0,743.6301093,0,0,0,0,0,0,0
1989,1,19,0,752.3393328,0,0,0,0,0,0,0
1989,1,19,0,754.9807151,0,0,0,0,0,0,0
1989,1,19,0,758.6030629,0,0,0,0,0,0,0
1989,1,19,0,759.1737795,0,0,0,0,0,0,0
1989,1,19,0,764.1869167,0,0,0,0,0,0,0
1989,1,19,0,767.9059246,0,0,0,0,0,0,0
1989,1,19,0,784.7825811,0,0,0,0,0,0,0
1989,1,19,29.752,639.5874059,0,0,0,0,0,0,0
1989,1,19,71.488,482.9866777,0,0,0,0,0,0,0
1989,1,19,110.944,376.2116591,0,0,0,0,0,0,0
1989,1,19,104.04,400.5414468,0,0,0,0,0,0,0
1989,1,19,100.976,412.1818346,0,0,0,0,0,0,0
1989,1,19,78.104,488.3271017,0,0,0,0,0,0,0
1989,1,19,49.588,590.3609439,0,0,0,0,0,0,0
1989,1,19,23.74,719.8832234,0,0,0,0,0,0,0
1989,1,19,9.46,779.6208817,0,0,0,0,0,0,0
1989,1,19,10.48,791.5519009,0,0,0,0,0,0,0
1989,1,19,9.46,790.919742,0,0,0,0,0,0,0
1989,1,19,0.28,841.3706448,0,0,0,0,0,0,0
1989,1,19,0,848.4770239,0,0,0,0,0,0,0
1989,1,19,0,858.494856,0,0,0,0,0,0,0
1989,1,20,1.3,853.264657,0,0,0,0,0,0,0
1989,1,20,0,869.6441412,0,0,0,0,0,0,0
1989,1,20,0,863.1048284,0,0,0,0,0,0,0
1989,1,20,0,873.8936343,0,0,0,0,0,0,0
1989,1,20,3.34,865.8646313,0,0,0,0,0,0,0
1989,1,20,0,884.6824401,0,0,0,0,0,0,0
1989,1,20,0,891.4598855,0,0,0,0,0,0,0
1989,1,20,0,884.6824401,0,0,0,0,0,0,0
1989,1,20,0.28,897.4620091,0,0,0,0,0,0,0
1989,1,20,14.212,820.4406445,0,0,0,0,0,0,0
1989,1,20,39.232,681.1896739,0,0,0,0,0,0,0
1989,1,20,56.272,616.6840233,0,0,0,0,0,0,0
1989,1,20,64.3,586.2513399,0,0,0,0,0,0,0
1989,1,20,69.556,567.2607799,0,0,0,0,0,0,0
1989,1,20,47.524,651.0602904,0,0,0,0,0,0,0
