Hour,Tx10,RHx10
1212,200,514
1213,200,519
1214,200,525
1215,200,532
1216,200,535
1217,200,538
1218,200,539
1219,200,542
1220,200,550
1221,200,547
1222,200,551
1223,200,553
1224,200,557
1225,200,556
1226,200,559
1227,200,568
1228,200,570
1229,200,574
1230,200,582
1231,200,584
1232,200,584
1233,200,592
1234,200,595
1235,200,593
1236,200,599
1237,200,601
1238,200,607
1239,200,601
1240,200,600
1241,200,591
1242,200,589
1243,200,580
1244,200,573
1245,200,573
1246,200,567
1247,200,564
1248,200,564
1249,200,561
1250,200,559
1251,200,563
1252,200,564
1253,200,553
1254,200,550
1255,200,552
1256,200,553
1257,200,550
1258,200,553
1259,200,557
1260,200,560
1261,200,561
1262,200,560
1263,200,562
1264,200,558
1265,200,559
1266,200,551
1267,200,549
1268,200,549
1269,200,545
1270,200,539
1271,200,540
1272,200,536
1273,200,535
1274,200,535
1275,200,530
1276,200,529
1277,200,524
1278,200,526
1279,200,524
1280,200,527
1281,200,531
1282,200,537
1283,200,545
1284,200,546
1285,200,552
1286,200,554
1287,200,554
1288,200,554
1289,200,558
1290,200,555
1291,200,564
1292,200,561
1293,200,565
1294,200,568
1295,200,572
1296,200,573
1297,200,575
1298,200,578
1299,200,579
1300,200,581
1301,200,579
1302,200,583
1303,200,589
1304,200,584
1305,200,584
1306,200,583
1307,200,585
1308,200,588
1309,200,586
1310,200,579
1311,200,582
1312,200,576
1313,200,573
1314,200,570
1315,200,563
1316,200,564
1317,200,562
1318,200,555
1319,200,556
1320,200,553
1321,200,552
1322,200,549
1323,200,548
1324,200,543
1325,200,544
1326,200,542
1327,200,539
1328,200,538
1329,200,542
1330,200,542
1331,200,543
1332,200,547
1333,200,552
1334,200,549
1335,200,549
1336,200,546
1337,200,547
1338,200,540
1339,200,538
1340,200,538
1341,200,535
1342,200,534
1343,200,534
1344,200,530
1345,200,531
1346,200,528
1347,200,530
1348,200,533
1349,200,526
1350,200,527
1351,200,526
1352,200,527
1353,200,528
1354,200,532
1355,200,537
1356,200,540
1357,200,545
1358,200,544
1359,200,548
1360,200,554
1361,200,550
1362,200,550
1363,200,556
1364,200,553
1365,200,552
1366,200,552
1367,200,554
1368,200,558
1369,200,555
1370,200,559
1371,200,561
1372,200,561
1373,200,560
1374,200,564
1375,200,564
1376,200,567
1377,200,564
1378,200,567
1379,200,567
1380,200,569
1381,200,568
1382,200,566
1383,200,567
1384,200,562
1385,200,559
1386,200,560
1387,200,554
1388,200,554
1389,200,552
1390,200,552
1391,200,550
1392,200,548
1393,200,545
1394,200,552
1395,200,550
1396,200,542
1397,200,541
1398,200,541
1399,200,538
1400,200,538
1401,200,531
1402,200,530
1403,200,527
1404,200,526
1405,200,529
1406,200,527
1407,200,519
1408,200,514
1409,200,506
1410,200,501
1411,200,490
1412,200,484
1413,200,475
1414,200,459
1415,200,466
1416,200,467
1417,200,468
1418,200,466
1419,200,464
1420,200,459
1421,200,458
1422,200,455
1423,200,452
1424,200,455
1425,200,456
1426,200,459
1427,200,463
1428,200,470
1429,200,478
1430,200,481
1431,200,481
1432,200,490
1433,200,487
1434,200,487
1435,200,485
1436,200,484
1437,200,483
1438,200,487
1439,200,487
1440,200,486
1441,200,489
1442,200,490
1443,200,487
1444,200,490
1445,200,492
1446,200,496
1447,200,499
1448,200,496
1449,200,495
1450,200,494
1451,200,498
1452,200,499
1453,200,499
1454,200,494
1455,200,494
1456,200,492
1457,200,490
1458,200,482
1459,200,480
1460,200,474
1461,200,471
1462,200,468
1463,200,465
1464,200,463
1465,200,458
1466,200,460
1467,200,456
1468,200,455
1469,200,454
1470,200,453
1471,200,450
1472,200,453
1473,200,456
1474,200,459
1475,200,463
1476,200,469
1477,200,470
1478,200,479
1479,200,480
1480,200,478
1481,200,481
1482,200,481
1483,200,481
1484,200,486
1485,200,488
1486,200,493
1487,200,492
1488,200,495
1489,200,496
1490,200,501
1491,200,504
1492,200,508
1493,200,511
1494,200,514
1495,200,517
1496,200,516
1497,200,511
1498,200,515
1499,200,518
1500,200,514
1501,200,517
1502,200,516
1503,200,515
1504,200,510
1505,200,504
1506,200,498
1507,200,490
1508,200,487
1509,200,480
1510,200,479
1511,200,472
1512,200,466
1513,200,465
1514,200,461
1515,200,459
1516,200,454
1517,200,449
1518,200,445
1519,200,443
1520,200,448
1521,200,445
1522,200,449
1523,200,453
1524,200,458
1525,200,458
1526,200,464
1527,200,461
1528,200,463
1529,200,458
1530,200,455
1531,200,448
1532,200,445
1533,200,442
1534,200,441
1535,200,438
1536,200,439
1537,200,439
1538,200,439
1539,200,435
1540,200,435
1541,200,436
1542,200,434
1543,200,434
1544,200,434
1545,200,440
1546,200,438
1547,200,439
1548,200,439
1549,200,443
1550,200,441
1551,200,444
1552,200,446
1553,200,445
1554,200,442
1555,200,439
1556,200,439
1557,200,434
1558,200,433
1559,200,431
1560,200,432
1561,200,430
1562,200,429
1563,200,427
1564,200,426
1565,200,424
1566,200,424
1567,200,422
1568,200,426
1569,200,428
1570,200,433
1571,200,437
1572,200,444
1573,200,446
1574,200,450
1575,200,454
1576,200,456
1577,200,459
1578,200,458
1579,200,456
1580,200,453
1581,200,453
1582,200,449
1583,200,448
1584,200,449
1585,200,453
1586,200,452
1587,200,454
1588,200,454
1589,200,455
1590,200,457
1591,200,458
1592,200,461
1593,200,465
1594,200,473
1595,200,480
1596,200,478
1597,200,482
1598,200,487
1599,200,490
1600,200,496
1601,200,496
1602,200,494
1603,200,494
1604,200,495
1605,200,496
1606,200,497
1607,200,495
1608,200,497
1609,200,499
1610,200,502
1611,200,505
1612,200,507
1613,200,509
1614,200,513
1615,200,515
1616,200,519
1617,200,520
1618,200,530
1619,200,532
1620,200,538
1621,200,547
1622,200,546
1623,200,551
1624,200,545
1625,200,550
1626,200,549
1627,200,549
1628,200,542
1629,200,547
1630,200,542
1631,200,541
1632,200,544
1633,200,544
1634,200,546
1635,200,548
1636,200,546
1637,200,548
1638,200,548
1639,200,550
1640,200,548
1641,200,554
1642,200,557
1643,200,551
1644,200,558
1645,200,557
1646,200,555
1647,200,557
1648,200,554
1649,200,551
1650,200,546
1651,200,541
1652,200,535
1653,200,530
1654,200,531
1655,200,529
1656,200,525
1657,200,521
1658,200,516
1659,200,515
1660,200,513
1661,200,510
1662,200,509
1663,200,506
1664,200,507
1665,200,507
1666,200,504
1667,200,509
1668,200,510
1669,200,513
1670,200,516
1671,200,509
1672,200,507
1673,200,496
1674,200,494
1675,200,487
1676,200,484
1677,200,479
1678,200,474
1679,200,475
1680,200,473
1681,200,468
1682,200,466
1683,200,463
1684,200,458
1685,200,454
1686,200,453
1687,200,453
1688,200,453
1689,200,453
1690,200,458
1691,200,458
1692,200,460
1693,200,464
1694,200,463
1695,200,463
1696,200,456
1697,200,453
1698,200,450
1699,200,451
1700,200,443
1701,200,443
1702,200,438
1703,200,435
1704,200,433
1705,200,432
1706,200,429
1707,200,428
1708,200,424
1709,200,424
1710,200,422
1711,200,421
1712,200,420
1713,200,419
1714,200,418
1715,200,418
1716,200,420
1717,200,421
1718,200,417
1719,200,422
1720,200,419
1721,200,415
1722,200,413
1723,200,408
1724,200,408
1725,200,405
1726,200,402
1727,200,399
1728,200,399
1729,200,398
1730,200,396
1731,200,395
1732,200,393
1733,200,393
1734,200,391
1735,200,388
1736,200,388
1737,200,391
1738,200,393
1739,200,395
1740,200,397
1741,200,397
1742,200,401
1743,200,404
1744,200,404
1745,200,406
1746,200,406
1747,200,402
1748,200,400
1749,200,398
1750,200,402
1751,200,400
1752,200,399
1753,200,399
1754,200,399
1755,200,400
1756,200,402
1757,200,404
1758,200,402
1759,200,404
1760,200,403
1761,200,404
1762,200,402
1763,200,403
1764,200,403
1765,200,402
1766,200,404
1767,200,404
1768,200,402
1769,200,403
1770,200,402
1771,200,401
1772,200,402
1773,200,400
1774,200,399
1775,200,401
1776,200,399
1777,200,400
1778,200,399
1779,200,399
1780,200,399
1781,200,401
1782,200,399
1783,200,402
1784,200,399
1785,200,400
1786,200,399
1787,200,399
1788,200,399
1789,200,396
1790,200,396
1791,200,395
1792,200,396
1793,200,393
1794,200,391
1795,200,389
1796,200,388
1797,200,387
1798,200,385
1799,200,384
1800,200,384
1801,200,382
1802,200,378
1803,200,378
1804,200,377
1805,200,376
1806,200,374
1807,200,373
1808,200,370
1809,200,366
1810,200,364
1811,200,360
1812,200,357
1813,200,354
1814,200,349
1815,200,349
1816,200,346
1817,200,340
1818,200,337
1819,200,332
1820,200,327
1821,200,323
1822,200,319
1823,200,315
1824,200,311
1825,200,310
1826,200,306
1827,200,305
1828,200,301
1829,200,298
1830,200,296
1831,200,294
1832,200,296
1833,200,299
1834,200,301
1835,200,304
1836,200,307
1837,200,312
1838,200,313
1839,200,316
1840,200,315
1841,200,317
1842,200,317
1843,200,316
1844,200,316
1845,200,318
1846,200,318
1847,200,320
1848,200,323
1849,200,324
1850,200,326
1851,200,327
1852,200,330
1853,200,332
1854,200,332
1855,200,337
1856,200,341
1857,200,345
1858,200,353
1859,200,360
1860,200,368
1861,200,374
1862,200,382
1863,200,387
1864,200,392
1865,200,399
1866,200,402
1867,200,406
1868,200,412
1869,200,418
1870,200,427
1871,200,431
1872,200,440
1873,200,446
1874,200,456
1875,200,460
1876,200,470
1877,200,477
1878,200,485
1879,200,492
1880,200,495
1881,200,496
1882,200,496
1883,200,497
1884,200,501
1885,200,502
1886,200,506
1887,200,506
1888,200,506
1889,200,506
1890,200,507
1891,200,508
1892,200,506
1893,200,509
1894,200,507
1895,200,511
1896,200,507
1897,200,508
1898,200,510
1899,200,511
1900,200,511
1901,200,511
1902,200,513
1903,200,515
1904,200,515
1905,200,515
1906,200,514
1907,200,514
1908,200,512
1909,200,511
1910,200,514
1911,200,509
1912,200,508
1913,200,504
1914,200,503
1915,200,496
1916,200,497
1917,200,496
1918,200,495
1919,200,490
1920,200,489
1921,200,488
1922,200,483
1923,200,484
1924,200,482
1925,200,478
1926,200,477
1927,200,479
1928,200,478
1929,200,480
1930,200,481
1931,200,483
1932,200,486
1933,200,482
1934,200,484
1935,200,483
1936,200,483
1937,200,480
1938,200,477
1939,200,474
1940,200,471
1941,200,466
1942,200,463
1943,200,465
1944,200,466
1945,200,464
1946,200,462
1947,200,461
1948,200,460
1949,200,456
1950,200,459
1951,200,456
1952,200,462
1953,200,467
1954,200,475
1955,200,483
1956,200,492
1957,200,499
1958,200,502
1959,200,512
1960,200,516
1961,200,516
1962,200,522
1963,200,519
1964,200,523
1965,200,527
1966,200,529
1967,200,535
1968,200,543
1969,200,548
1970,200,552
1971,200,553
1972,200,558
1973,200,561
1974,200,567
1975,200,572
1976,200,571
1977,200,580
1978,200,581
1979,200,589
1980,200,594
1981,200,600
1982,200,608
1983,200,602
1984,200,598
1985,200,588
1986,200,573
1987,200,565
1988,200,556
1989,200,549
1990,200,546
1991,200,538
1992,200,529
1993,200,525
1994,200,524
1995,200,522
1996,200,514
1997,200,515
1998,200,514
1999,200,514
2000,200,513
2001,200,509
2002,200,514
2003,200,516
2004,200,520
2005,200,518
2006,200,521
2007,200,526
2008,200,523
2009,200,517
2010,200,510
2011,200,501
2012,200,502
2013,200,491
2014,200,489
2015,200,485
2016,200,482
2017,200,479
2018,200,478
2019,200,476
2020,200,474
2021,200,474
2022,200,471
2023,200,469
2024,200,470
2025,200,475
2026,200,477
2027,200,481
2028,200,485
2029,200,495
2030,200,497
2031,200,498
2032,200,506
2033,200,506
2034,200,507
2035,200,508
2036,200,514
2037,200,514
2038,200,515
2039,200,518
2040,200,524
2041,200,527
2042,200,529
2043,200,533
2044,200,534
2045,200,538
2046,200,543
2047,200,545
2048,200,548
2049,200,549
2050,200,547
2051,200,553
2052,200,554
2053,200,560
2054,200,560
2055,200,557
2056,200,558
2057,200,555
2058,200,551
2059,200,545
2060,200,541
2061,200,538
2062,200,537
2063,200,537
2064,200,534
2065,200,534
2066,200,531
2067,200,531
2068,200,529
2069,200,527
2070,200,526
2071,200,530
2072,200,530
2073,200,538
2074,200,538
2075,200,543
2076,200,542
2077,200,551
2078,200,556
2079,200,551
2080,200,545
2081,200,540
2082,200,534
2083,200,527
2084,200,523
2085,200,523
2086,200,519
2087,200,519
2088,200,512
2089,200,516
2090,200,513
2091,200,512
2092,200,508
2093,200,509
2094,200,507
2095,200,510
2096,200,510
2097,200,510
2098,200,519
2099,200,522
2100,200,534
2101,200,531
2102,200,540
2103,200,535
2104,200,539
2105,200,528
2106,200,526
2107,200,519
2108,200,515
2109,200,509
2110,200,507
2111,200,507
2112,200,506
2113,200,507
2114,200,504
2115,200,508
2116,200,509
2117,200,509
2118,200,506
2119,200,509
2120,200,511
2121,200,518
2122,200,519
2123,200,527
2124,200,526
2125,200,527
2126,200,533
2127,200,530
2128,200,531
2129,200,525
2130,200,517
2131,200,515
2132,200,515
2133,200,509
2134,200,511
2135,200,505
2136,200,506
2137,200,509
